pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
Alemania,DEU,Europa,Té,2019-01-01,208210,2.57,535596,146,7315,-0.0367786801542564
Alemania,DEU,Europa,Trigo,2019-01-01,3700533,7.0,25894516,88,2577,-0.032257781568267
Alemania,DEU,Europa,Café,2019-01-01,394263,0.64,254045,80,2526,-0.0017759064887519
Alemania,DEU,Europa,Maíz,2019-01-01,8095649,11.03,89286894,216,8069,0.0022044229661554
Alemania,DEU,Europa,Cebada,2019-01-01,94822,5.43,515150,173,7246,-0.0149482186220228
Alemania,DEU,Europa,Soja,2020-01-01,9365600,3.82,35738183,84,5170,-0.0022858762995459
Alemania,DEU,Europa,Caña de azúcar,2020-01-01,1301996,86.17,112195123,98,1089,0.0209148837206107
Alemania,DEU,Europa,Girasol,2020-01-01,5891856,2.47,14547154,102,6175,-0.0091154922826068
Alemania,DEU,Europa,Té,2020-01-01,193124,2.3,443660,158,6990,0.0111880677011314
Alemania,DEU,Europa,Trigo,2020-01-01,4489698,6.84,30708729,173,3928,-0.0129787031120853
Alemania,DEU,Europa,Café,2020-01-01,144804,2.76,400243,151,3262,0.0354998922823596
Alemania,DEU,Europa,Maíz,2020-01-01,4498613,5.94,26737263,104,9328,-0.0099439093574277
Alemania,DEU,Europa,Cebada,2020-01-01,1124437,4.32,4859168,149,1086,0.0304369360887174
Australia,AUS,Oceanía,Trigo,2011-01-01,331327,7.22,2391721,217,9536,-0.021353076613243
Australia,AUS,Oceanía,Caña de azúcar,2011-01-01,1001514,137.24,137447283,162,1175,-0.0298292757193985
Australia,AUS,Oceanía,Algodón,2011-01-01,2206270,1.56,3434095,182,4795,0.0115189985703549
Australia,AUS,Oceanía,Maíz,2011-01-01,6219497,3.36,20872562,120,7544,-0.0146872336643472
Australia,AUS,Oceanía,Café,2011-01-01,308199,0.77,237431,285,2477,0.0049592653546435
Australia,AUS,Oceanía,Té,2011-01-01,298424,3.03,903477,120,4707,0.0106363407992252
Australia,AUS,Oceanía,Soja,2011-01-01,7768365,2.39,18596653,179,2744,0.0058630712869658
Australia,AUS,Oceanía,Arroz,2011-01-01,1443327,8.72,12587131,274,9813,0.0313147349606374
Australia,AUS,Oceanía,Trigo,2012-01-01,3799806,8.64,32833009,243,6565,0.0461238725301614
Australia,AUS,Oceanía,Caña de azúcar,2012-01-01,7785219,129.56,1008690861,116,2106,-0.0117326754080788
Australia,AUS,Oceanía,Algodón,2012-01-01,965820,2.55,2466599,294,6785,0.0016504217204838
Australia,AUS,Oceanía,Maíz,2012-01-01,4343656,4.17,18126940,260,6603,-0.042397117946631
Australia,AUS,Oceanía,Café,2012-01-01,264359,1.02,270418,96,4115,-0.0001000659636316
Australia,AUS,Oceanía,Té,2012-01-01,124867,2.21,275627,113,6833,-0.0344004431523841
Australia,AUS,Oceanía,Soja,2012-01-01,7542892,3.13,23642897,51,9871,0.0457993090467625
Australia,AUS,Oceanía,Arroz,2012-01-01,1637896,6.69,10965687,279,5501,-0.0009194648393453
Australia,AUS,Oceanía,Trigo,2013-01-01,4696449,3.35,15721855,63,9613,0.0299269917779981
Australia,AUS,Oceanía,Caña de azúcar,2013-01-01,9189700,64.46,592355399,248,3863,-0.0042803965683972
Australia,AUS,Oceanía,Algodón,2013-01-01,2088403,2.19,4563957,103,7216,0.0081008218979446
Australia,AUS,Oceanía,Maíz,2013-01-01,4407390,3.63,16004714,295,6621,-0.0134075848878073
Australia,AUS,Oceanía,Café,2013-01-01,113037,1.41,159783,152,5581,-0.0049271008522143
Australia,AUS,Oceanía,Té,2013-01-01,123454,3.12,385360,192,8081,0.035630873874488
Australia,AUS,Oceanía,Soja,2013-01-01,6556473,4.15,27191660,95,7906,-4.021738881493375e-05
Australia,AUS,Oceanía,Arroz,2013-01-01,2899474,6.56,19014294,126,5111,0.0062138452071711
Australia,AUS,Oceanía,Trigo,2014-01-01,3476318,2.05,7136735,115,8807,0.0338971708937452
Australia,AUS,Oceanía,Caña de azúcar,2014-01-01,5290671,72.59,384067874,257,5222,-0.0155859723539387
Australia,AUS,Oceanía,Algodón,2014-01-01,1481058,3.88,5752139,197,9821,-0.0325461164270541
Australia,AUS,Oceanía,Maíz,2014-01-01,6531813,5.73,37455534,164,2284,-0.0118929001587154
Australia,AUS,Oceanía,Café,2014-01-01,324723,2.89,936963,287,6527,-0.0078183512156654
Australia,AUS,Oceanía,Té,2014-01-01,221894,2.01,445691,108,6136,-0.0183121758304438
Australia,AUS,Oceanía,Soja,2014-01-01,2244285,3.97,8907871,249,6950,0.0247895498476324
Australia,AUS,Oceanía,Arroz,2014-01-01,1944988,3.92,7632147,236,4844,0.0162022547808639
Australia,AUS,Oceanía,Trigo,2015-01-01,790265,2.75,2172736,289,8752,0.0048433743818293
Australia,AUS,Oceanía,Caña de azúcar,2015-01-01,6070506,96.56,586170421,208,3544,-0.0415688733348007
Australia,AUS,Oceanía,Algodón,2015-01-01,1870001,1.62,3031396,210,3071,-0.0368722889373136
Australia,AUS,Oceanía,Maíz,2015-01-01,645706,3.44,2222163,271,8801,-0.0032806523330647
Australia,AUS,Oceanía,Café,2015-01-01,551740,1.17,643167,228,9835,-0.0322963360020287
Australia,AUS,Oceanía,Té,2015-01-01,311112,1.99,620520,282,6688,-0.0018348317297785
Australia,AUS,Oceanía,Soja,2015-01-01,767198,2.97,2279595,127,1172,-0.0499907653605072
Australia,AUS,Oceanía,Arroz,2015-01-01,644651,4.24,2731135,286,9059,0.0446957511868124
Australia,AUS,Oceanía,Trigo,2016-01-01,98864,7.6,750978,253,1118,0.0048212195736496
Australia,AUS,Oceanía,Caña de azúcar,2016-01-01,8832950,82.6,729636360,215,7385,0.0328426855641291
Australia,AUS,Oceanía,Algodón,2016-01-01,319480,2.19,700214,282,5454,-0.0215323145326547
Australia,AUS,Oceanía,Maíz,2016-01-01,5105162,6.08,31052695,124,2808,0.0136892709548346
Australia,AUS,Oceanía,Café,2016-01-01,153319,1.79,274886,88,1813,0.0469716217629393
Australia,AUS,Oceanía,Té,2016-01-01,48267,1.31,62991,52,4814,-0.0409803016851218
Australia,AUS,Oceanía,Soja,2016-01-01,1665701,3.21,5344128,145,8597,0.0196934802766328
Australia,AUS,Oceanía,Arroz,2016-01-01,309920,6.68,2071352,248,7429,-0.0428615305250943
Australia,AUS,Oceanía,Trigo,2017-01-01,1672722,6.4,10707457,53,2998,0.0474598502875459
Australia,AUS,Oceanía,Caña de azúcar,2017-01-01,7212487,111.25,802401871,58,4263,-0.003916536468772
Australia,AUS,Oceanía,Algodón,2017-01-01,2491618,2.56,6379282,296,6113,0.0436215246640616
Australia,AUS,Oceanía,Maíz,2017-01-01,741939,7.43,5509992,173,5895,-0.03012763681976
Australia,AUS,Oceanía,Café,2017-01-01,537136,2.01,1078436,161,6316,-0.0484932294731137
Australia,AUS,Oceanía,Té,2017-01-01,72491,1.83,132919,198,8786,0.0188406538935097
Australia,AUS,Oceanía,Soja,2017-01-01,5977275,2.03,12126289,208,6544,0.0430848784518627
Australia,AUS,Oceanía,Arroz,2017-01-01,3233693,3.53,11413814,187,2759,-0.0374172542334773
Australia,AUS,Oceanía,Trigo,2018-01-01,4398023,8.1,35636625,162,4161,-0.0478647167315706
Australia,AUS,Oceanía,Caña de azúcar,2018-01-01,2250318,65.01,146301161,193,5828,0.0042734076805694
Australia,AUS,Oceanía,Algodón,2018-01-01,2469121,1.57,3869012,120,3627,-0.043112341663884
Australia,AUS,Oceanía,Maíz,2018-01-01,4585426,8.76,40163584,248,9289,-0.0120956430333422
Australia,AUS,Oceanía,Café,2018-01-01,9920,1.7,16905,132,2037,0.0158289417379819
Australia,AUS,Oceanía,Té,2018-01-01,215254,1.6,344172,89,5638,-0.0177399960087206
Australia,AUS,Oceanía,Soja,2018-01-01,1074815,2.47,2656622,290,3126,-0.0321361199963891
Australia,AUS,Oceanía,Arroz,2018-01-01,395530,4.68,1850286,264,7366,0.0157921258284968
Australia,AUS,Oceanía,Trigo,2019-01-01,5260492,3.45,18164468,68,1214,0.0430211036809051
Australia,AUS,Oceanía,Caña de azúcar,2019-01-01,7570554,129.82,982789345,213,1994,-0.0139073948874921
Australia,AUS,Oceanía,Algodón,2019-01-01,2039407,3.36,6853810,207,5355,0.0029020831291773
Australia,AUS,Oceanía,Maíz,2019-01-01,6035115,3.16,19077011,75,4784,0.0031661051402472
Australia,AUS,Oceanía,Café,2019-01-01,251721,2.11,532358,192,7802,0.0246108376275853
Australia,AUS,Oceanía,Té,2019-01-01,221563,2.48,550306,76,3733,0.0292461597773406
Australia,AUS,Oceanía,Soja,2019-01-01,4581573,3.15,14435410,163,6772,0.0402484970652721
Australia,AUS,Oceanía,Arroz,2019-01-01,1467167,6.56,9620926,261,6299,0.0108413370257039
Australia,AUS,Oceanía,Trigo,2020-01-01,1968130,4.65,9159527,142,8412,-0.005250021100175
Australia,AUS,Oceanía,Caña de azúcar,2020-01-01,590686,124.19,73355784,277,5945,-0.0493431171027318
Australia,AUS,Oceanía,Algodón,2020-01-01,1208438,3.16,3822656,226,5521,0.0419112082970612
Australia,AUS,Oceanía,Maíz,2020-01-01,10226132,7.04,71978243,141,3557,-0.036159180652359
Australia,AUS,Oceanía,Café,2020-01-01,301214,0.85,255485,196,7550,0.0069064936920119
Australia,AUS,Oceanía,Té,2020-01-01,37384,2.47,92174,261,2562,0.009523120255958
Australia,AUS,Oceanía,Soja,2020-01-01,5879312,4.25,24994058,285,6478,-0.0152069793047066
Australia,AUS,Oceanía,Arroz,2020-01-01,2159860,6.23,13449986,241,1187,0.0133887103031714
México,MEX,América del Norte,Algodón,2011-01-01,935857,1.79,1678814,298,8300,0.025284020301053
México,MEX,América del Norte,Maíz,2011-01-01,1625460,4.04,6565824,83,6507,-0.0417454887361417
México,MEX,América del Norte,Cebada,2011-01-01,109341,3.88,423930,161,3136,0.0262032919636895
México,MEX,América del Norte,Caña de azúcar,2011-01-01,3347197,86.07,288105574,207,9589,-0.0253754159492886
México,MEX,América del Norte,Café,2011-01-01,401549,1.49,599893,78,7776,-0.0076459397634359
México,MEX,América del Norte,Trigo,2011-01-01,2703542,4.67,12624148,93,6729,0.0116220994454503
México,MEX,América del Norte,Soja,2011-01-01,3870462,4.12,15956246,109,4271,0.0185359227462267
México,MEX,América del Norte,Arroz,2011-01-01,365417,4.04,1477876,287,3419,0.0368752351644968
México,MEX,América del Norte,Algodón,2012-01-01,65258,2.14,139896,170,1372,-0.0168123280934918
México,MEX,América del Norte,Maíz,2012-01-01,3779997,4.14,15665533,173,3315,0.0195071143647694
México,MEX,América del Norte,Cebada,2012-01-01,816265,4.17,3407901,93,1984,-0.0215986458952009
México,MEX,América del Norte,Caña de azúcar,2012-01-01,4740596,57.2,271160952,149,5445,0.0162981635720155
México,MEX,América del Norte,Café,2012-01-01,199720,2.0,399089,216,7332,-0.0268831379862183
México,MEX,América del Norte,Trigo,2012-01-01,853885,7.59,6483220,72,4054,-0.0301124799991765
México,MEX,América del Norte,Soja,2012-01-01,5026622,3.25,16350855,185,5995,-0.0166430365369224
México,MEX,América del Norte,Arroz,2012-01-01,668085,4.17,2782687,127,4869,0.0495994411246808
México,MEX,América del Norte,Algodón,2013-01-01,1265920,4.02,5087092,277,1482,0.0444136698208297
México,MEX,América del Norte,Maíz,2013-01-01,4213483,4.93,20767825,72,7262,0.0020717844073516
México,MEX,América del Norte,Cebada,2013-01-01,1912781,3.85,7369231,89,7987,0.0470537173095217
México,MEX,América del Norte,Caña de azúcar,2013-01-01,5968525,77.53,462767227,198,9869,0.0184048636258431
México,MEX,América del Norte,Café,2013-01-01,71253,1.22,86812,84,8046,0.0495685800232008
México,MEX,América del Norte,Trigo,2013-01-01,1347622,5.47,7366780,67,9732,0.0448601564164761
México,MEX,América del Norte,Soja,2013-01-01,2601154,3.08,8012186,131,7783,0.0461196187222389
México,MEX,América del Norte,Arroz,2013-01-01,2642448,6.7,17710587,77,3155,-0.0315253503425432
México,MEX,América del Norte,Algodón,2014-01-01,2763396,3.07,8487553,202,4804,-0.0269087622408733
México,MEX,América del Norte,Maíz,2014-01-01,1329152,7.75,10299903,204,8680,0.021201912797666
México,MEX,América del Norte,Cebada,2014-01-01,1782729,3.43,6116359,107,1528,-0.0091410839821853
México,MEX,América del Norte,Caña de azúcar,2014-01-01,5076116,109.37,555191162,101,4351,-0.043386367576511
México,MEX,América del Norte,Café,2014-01-01,256677,2.11,541171,167,5043,-0.0072444316708544
México,MEX,América del Norte,Trigo,2014-01-01,3459302,6.85,23699937,196,9784,0.0025230531702889
México,MEX,América del Norte,Soja,2014-01-01,7307008,2.15,15682227,274,1694,0.0377779938249561
México,MEX,América del Norte,Arroz,2014-01-01,2196872,5.77,12682498,182,1807,-0.031014966002718
México,MEX,América del Norte,Algodón,2015-01-01,1295123,2.73,3539324,125,1893,0.0189952958501649
México,MEX,América del Norte,Maíz,2015-01-01,8920733,9.22,82214280,78,3945,0.0278731141876039
México,MEX,América del Norte,Cebada,2015-01-01,1672704,4.0,6690810,56,3930,-0.0046319264245663
México,MEX,América del Norte,Caña de azúcar,2015-01-01,3841191,89.45,343604544,216,3686,0.0218374719718563
México,MEX,América del Norte,Café,2015-01-01,56763,1.76,100148,231,7292,0.0226873835854728
México,MEX,América del Norte,Trigo,2015-01-01,1568680,4.4,6895036,283,6491,0.0065491578514169
México,MEX,América del Norte,Soja,2015-01-01,1396210,2.62,3655825,63,7874,-0.0191937794465435
México,MEX,América del Norte,Arroz,2015-01-01,2042275,4.75,9705553,295,4323,-0.0496467101405856
México,MEX,América del Norte,Algodón,2016-01-01,62652,2.75,172237,51,9084,-0.0262121645980523
México,MEX,América del Norte,Maíz,2016-01-01,8549934,6.22,53144280,51,5009,0.0382167864943605
México,MEX,América del Norte,Cebada,2016-01-01,1275685,4.35,5548971,87,1902,0.015327687821552
México,MEX,América del Norte,Caña de azúcar,2016-01-01,496406,106.68,52955290,285,2436,-0.0450968637251201
México,MEX,América del Norte,Café,2016-01-01,94934,0.79,74808,229,3906,0.0466293263847662
México,MEX,América del Norte,Trigo,2016-01-01,3374476,5.97,20149739,144,7208,0.0320264742282529
México,MEX,América del Norte,Soja,2016-01-01,7925431,2.94,23304450,227,5496,-0.0170791473038101
México,MEX,América del Norte,Arroz,2016-01-01,893835,5.61,5018747,236,9666,0.0487189263758582
México,MEX,América del Norte,Algodón,2017-01-01,2979221,3.33,9931194,159,6185,-0.0240339960713749
México,MEX,América del Norte,Maíz,2017-01-01,6416585,9.91,63606604,236,9154,-0.0007495546281484
México,MEX,América del Norte,Cebada,2017-01-01,1187385,2.76,3274301,80,1392,-0.0035114365626419
México,MEX,América del Norte,Caña de azúcar,2017-01-01,4002623,126.18,505069939,135,6728,0.0060415504917826
México,MEX,América del Norte,Café,2017-01-01,7519,1.78,13349,67,6042,-0.0199716005424487
México,MEX,América del Norte,Trigo,2017-01-01,75267,2.43,182598,195,1477,0.0332042769906141
México,MEX,América del Norte,Soja,2017-01-01,6552179,3.82,25021680,254,1582,0.0145652220664574
México,MEX,América del Norte,Arroz,2017-01-01,2716916,6.9,18748687,168,7782,0.0427789976765101
México,MEX,América del Norte,Algodón,2018-01-01,1906672,1.95,3726245,187,1306,-0.029173752980383
México,MEX,América del Norte,Maíz,2018-01-01,6756643,3.28,22175430,136,7147,0.012651084761525
México,MEX,América del Norte,Cebada,2018-01-01,1432444,3.58,5124657,250,6050,0.0205266184045519
México,MEX,América del Norte,Caña de azúcar,2018-01-01,522417,70.88,37030900,145,8404,0.032945746891742
México,MEX,América del Norte,Café,2018-01-01,265723,1.01,269198,249,4311,0.0413353846167058
México,MEX,América del Norte,Trigo,2018-01-01,233211,7.08,1650061,137,8921,0.0232441066755943
México,MEX,América del Norte,Soja,2018-01-01,6886929,3.07,21167156,290,9456,0.0176717288737895
México,MEX,América del Norte,Arroz,2018-01-01,146647,5.88,861831,51,6095,0.0432337344020828
México,MEX,América del Norte,Algodón,2019-01-01,2839404,3.77,10700337,76,9529,0.0266180184922995
México,MEX,América del Norte,Maíz,2019-01-01,556693,7.28,4052707,132,4285,-0.0307454360376541
México,MEX,América del Norte,Cebada,2019-01-01,637786,5.18,3304838,90,5483,-0.0385539606099898
México,MEX,América del Norte,Caña de azúcar,2019-01-01,12041881,76.58,922178053,131,5440,-0.0358443171208517
México,MEX,América del Norte,Café,2019-01-01,171281,1.35,231306,278,6549,0.0040577102032658
México,MEX,América del Norte,Trigo,2019-01-01,224613,4.55,1022593,63,2410,-0.0073534254789972
México,MEX,América del Norte,Soja,2019-01-01,4569945,4.76,21758667,164,6826,-0.0187559348848968
México,MEX,América del Norte,Arroz,2019-01-01,3400799,6.02,20480001,245,8629,0.0067789302258158
México,MEX,América del Norte,Algodón,2020-01-01,2514368,2.49,6267890,231,8625,-0.0029454125227822
México,MEX,América del Norte,Maíz,2020-01-01,3289794,10.62,34938986,150,4004,0.0199614621082428
México,MEX,América del Norte,Cebada,2020-01-01,1892781,5.11,9666690,66,8787,-0.0387112942699783
México,MEX,América del Norte,Caña de azúcar,2020-01-01,2990681,73.9,220999233,180,2686,-0.0094314017761104
México,MEX,América del Norte,Café,2020-01-01,66721,1.33,88583,186,8552,-0.0099183525215566
México,MEX,América del Norte,Trigo,2020-01-01,2078143,6.07,12615934,137,4411,0.0313915704891531
México,MEX,América del Norte,Soja,2020-01-01,7290204,4.36,31810766,227,4869,-0.0326914543937055
México,MEX,América del Norte,Arroz,2020-01-01,3425226,5.85,20035304,168,6330,0.0055087701213761
Kenia,KEN,África,Caña de azúcar,2011-01-01,6498890,73.18,475577149,105,3276,0.0387261536574124
Kenia,KEN,África,Trigo,2011-01-01,22088,6.87,151639,124,7389,0.0115572166278447
Kenia,KEN,África,Cebada,2011-01-01,437331,4.62,2021500,283,5989,0.0418501622552672
Kenia,KEN,África,Arroz,2011-01-01,1492965,7.44,11111258,180,7622,0.0347636745330361
Kenia,KEN,África,Maíz,2011-01-01,1173027,4.93,5783545,230,6885,-0.039030168308878
Kenia,KEN,África,Té,2011-01-01,16749,1.54,25776,131,7271,-0.0093967345494292
Kenia,KEN,África,Girasol,2011-01-01,1784943,2.54,4524849,148,6902,0.0339962686726715
Kenia,KEN,África,Café,2011-01-01,452929,1.37,620110,54,3359,0.0221339232361977
Kenia,KEN,África,Caña de azúcar,2012-01-01,7400951,90.22,667689700,256,7813,0.036015276205561
Kenia,KEN,África,Trigo,2012-01-01,3770500,5.51,20762360,259,8373,-0.0115285282169973
Kenia,KEN,África,Cebada,2012-01-01,880268,5.26,4625930,110,9220,-0.0230749551871137
Kenia,KEN,África,Arroz,2012-01-01,2556896,6.2,15855100,230,7038,-0.0386835630385065
Kenia,KEN,África,Maíz,2012-01-01,1455027,5.0,7271222,242,5578,-0.0035063672684508
Kenia,KEN,África,Té,2012-01-01,45374,1.65,74658,221,2279,0.0184074019146618
Kenia,KEN,África,Girasol,2012-01-01,4940331,1.66,8215576,249,1176,-0.0031131189658978
Kenia,KEN,África,Café,2012-01-01,249802,1.47,366972,300,5827,-0.0210791556779234
Kenia,KEN,África,Caña de azúcar,2013-01-01,4836926,92.28,446340871,171,3770,0.0072859995451717
Kenia,KEN,África,Trigo,2013-01-01,2563490,6.73,17262710,71,3077,0.0005596109307276
Kenia,KEN,África,Cebada,2013-01-01,628392,3.3,2073817,115,1232,0.0241429165836791
Kenia,KEN,África,Arroz,2013-01-01,2569032,6.35,16324468,94,5280,0.0282527705287746
Kenia,KEN,África,Maíz,2013-01-01,3057111,9.38,28664605,71,3376,0.0095544091864987
Kenia,KEN,África,Té,2013-01-01,277349,2.33,647198,219,8211,0.0225999091845562
Kenia,KEN,África,Girasol,2013-01-01,4689013,2.9,13615017,243,2900,-0.0447476803007719
Kenia,KEN,África,Café,2013-01-01,253096,1.3,329794,186,4828,-0.0120199205849245
Kenia,KEN,África,Caña de azúcar,2014-01-01,8470852,75.18,636827012,123,8353,-0.0117995905291338
Kenia,KEN,África,Trigo,2014-01-01,4393220,5.6,24609219,213,6797,0.0456183655889625
Kenia,KEN,África,Cebada,2014-01-01,1942573,4.05,7862929,255,2610,-0.024465608109278
Kenia,KEN,África,Arroz,2014-01-01,2016633,7.44,14998870,200,4193,0.001995232207631
Kenia,KEN,África,Maíz,2014-01-01,3295354,3.56,11732977,67,1195,-0.0088751233386257
Kenia,KEN,África,Té,2014-01-01,240227,1.72,412781,58,1388,0.0119397223680774
Kenia,KEN,África,Girasol,2014-01-01,4660007,3.62,16878127,213,2995,0.0208075105829502
Kenia,KEN,África,Café,2014-01-01,425342,1.75,745690,215,4027,0.0396001630357243
Kenia,KEN,África,Caña de azúcar,2015-01-01,4584607,72.14,330727375,166,5528,0.0269359129868324
Kenia,KEN,África,Trigo,2015-01-01,2938483,3.68,10809525,65,7271,-0.0111409572268614
Kenia,KEN,África,Cebada,2015-01-01,632997,5.2,3291619,175,4287,0.0110301884953934
Kenia,KEN,África,Arroz,2015-01-01,1961485,4.3,8444066,207,2740,0.0412609222841126
Kenia,KEN,África,Maíz,2015-01-01,1982022,2.87,5688373,248,8305,-0.0481235206898209
Kenia,KEN,África,Té,2015-01-01,977,2.84,2775,229,6403,0.0404617543453949
Kenia,KEN,África,Girasol,2015-01-01,4525872,3.21,14528132,153,2148,0.0040128717019012
Kenia,KEN,África,Café,2015-01-01,327831,2.16,709233,289,6880,-0.0166560287163885
Kenia,KEN,África,Caña de azúcar,2016-01-01,909055,101.68,92429766,186,6571,-0.0419543215325612
Kenia,KEN,África,Trigo,2016-01-01,2496554,4.42,11027203,148,4129,-0.020112965482561
Kenia,KEN,África,Cebada,2016-01-01,228229,3.89,887567,211,8175,0.0235324183027926
Kenia,KEN,África,Arroz,2016-01-01,757967,4.5,3412468,149,2032,0.0292739171836912
Kenia,KEN,África,Maíz,2016-01-01,9121935,7.52,68617313,54,1606,-0.0160714894115519
Kenia,KEN,África,Té,2016-01-01,22521,1.68,37747,183,8509,0.0440089789614661
Kenia,KEN,África,Girasol,2016-01-01,5185918,2.09,10845703,59,3319,-0.0011105286673966
Kenia,KEN,África,Café,2016-01-01,424681,2.03,860857,83,1235,-0.03277509910415
Kenia,KEN,África,Caña de azúcar,2017-01-01,4565601,94.7,432385185,263,2047,0.0317800177763926
Kenia,KEN,África,Trigo,2017-01-01,3778155,5.06,19131400,101,7983,-0.0162656889770023
Kenia,KEN,África,Cebada,2017-01-01,1805472,5.18,9349852,197,9943,-0.0362670598018244
Kenia,KEN,África,Arroz,2017-01-01,1051878,6.2,6526783,80,5487,-0.0358763197380676
Kenia,KEN,África,Maíz,2017-01-01,6339875,7.56,47938790,60,3185,-0.0400032149321941
Kenia,KEN,África,Té,2017-01-01,230812,2.05,473667,51,1118,-0.0320587143852286
Kenia,KEN,África,Girasol,2017-01-01,4472267,3.46,15455828,247,8798,0.019235833083758
Kenia,KEN,África,Café,2017-01-01,314278,0.94,295845,94,1616,0.0096271970719102
Kenia,KEN,África,Caña de azúcar,2018-01-01,1686198,103.71,174870717,51,4860,-0.0308097138125391
Kenia,KEN,África,Trigo,2018-01-01,1036704,7.5,7773153,179,4592,-0.0035783992928778
Kenia,KEN,África,Cebada,2018-01-01,483043,3.31,1600530,225,8772,-0.000248516219613
Kenia,KEN,África,Arroz,2018-01-01,173252,3.59,622506,114,6477,0.0116819350459826
Kenia,KEN,África,Maíz,2018-01-01,9348544,4.08,38164444,95,3589,0.0285492018081733
Kenia,KEN,África,Té,2018-01-01,63469,1.0,63718,198,6340,-0.0080933725843195
Kenia,KEN,África,Girasol,2018-01-01,3146677,1.52,4780870,110,7759,0.0369886302947668
Kenia,KEN,África,Café,2018-01-01,115552,0.58,66977,161,3374,-0.0283834837914354
Kenia,KEN,África,Caña de azúcar,2019-01-01,3291975,75.82,249612599,211,6875,0.0475555891317833
Kenia,KEN,África,Trigo,2019-01-01,994109,2.1,2092115,78,8627,-0.0041421075029493
Kenia,KEN,África,Cebada,2019-01-01,654159,2.69,1761352,253,3784,0.0078121445850549
Kenia,KEN,África,Arroz,2019-01-01,1042436,4.85,5057766,105,8757,0.0336989026239238
Kenia,KEN,África,Maíz,2019-01-01,6895963,6.95,47908968,198,4643,0.0391822628136572
Kenia,KEN,África,Té,2019-01-01,85652,3.2,273835,61,1656,0.0491273503531907
Kenia,KEN,África,Girasol,2019-01-01,4920022,1.58,7758298,254,2605,-0.004755863178309
Kenia,KEN,África,Café,2019-01-01,273381,2.1,574268,105,3174,-0.0141594318331849
Kenia,KEN,África,Caña de azúcar,2020-01-01,1413264,58.47,82640053,167,1399,0.0476420778444713
Kenia,KEN,África,Trigo,2020-01-01,1221116,7.58,9252513,144,8607,0.0203902063022571
Kenia,KEN,África,Cebada,2020-01-01,1079738,3.02,3261264,58,5859,-0.0074097746961653
Kenia,KEN,África,Arroz,2020-01-01,2415943,6.83,16508239,70,6500,0.0235760785134458
Kenia,KEN,África,Maíz,2020-01-01,5214983,7.47,38945261,208,1669,-0.013442885602688
Kenia,KEN,África,Té,2020-01-01,262109,2.67,700065,85,6487,-0.0261367294642077
Kenia,KEN,África,Girasol,2020-01-01,3483346,3.64,12677903,229,4437,0.025317349839968
Kenia,KEN,África,Café,2020-01-01,202111,1.15,232904,120,1892,-0.0436630819940464
Nueva Zelanda,NZL,Oceanía,Girasol,2011-01-01,4509461,3.11,14013372,222,2075,-0.0311646417588716
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2011-01-01,1510485,70.36,106273126,294,2260,-0.0390635079407943
Nueva Zelanda,NZL,Oceanía,Café,2011-01-01,364197,0.62,227221,293,1371,-0.0206830558057601
Nueva Zelanda,NZL,Oceanía,Cebada,2011-01-01,1172950,5.56,6526636,238,1351,-0.0208483202836955
Nueva Zelanda,NZL,Oceanía,Algodón,2011-01-01,962947,3.36,3233987,198,6616,0.0155760501668238
Nueva Zelanda,NZL,Oceanía,Maíz,2011-01-01,8415901,8.51,71605324,163,8503,-0.019591766173205
Nueva Zelanda,NZL,Oceanía,Arroz,2011-01-01,1278169,4.06,5192522,298,5720,0.0269749737124992
Nueva Zelanda,NZL,Oceanía,Trigo,2011-01-01,2929603,4.54,13296328,91,9770,-0.0214753417802747
Nueva Zelanda,NZL,Oceanía,Girasol,2012-01-01,1372963,1.77,2432676,197,3072,-0.0059111362245625
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2012-01-01,3441473,72.11,248164785,138,3423,-0.0127085063990733
Nueva Zelanda,NZL,Oceanía,Café,2012-01-01,87457,1.14,99739,288,9182,0.0268518165837108
Nueva Zelanda,NZL,Oceanía,Cebada,2012-01-01,2059084,3.11,6404827,299,9313,-0.0168719353919893
Nueva Zelanda,NZL,Oceanía,Algodón,2012-01-01,2054057,4.71,9684267,196,3409,0.0299576174953814
Nueva Zelanda,NZL,Oceanía,Maíz,2012-01-01,7766304,4.51,35020655,60,3284,0.017800833695352
Nueva Zelanda,NZL,Oceanía,Arroz,2012-01-01,110795,5.82,644684,73,6347,-0.0444966363846129
Nueva Zelanda,NZL,Oceanía,Trigo,2012-01-01,5033477,6.2,31201887,100,1369,-0.0416410449606088
Nueva Zelanda,NZL,Oceanía,Girasol,2013-01-01,794193,3.3,2618022,204,9381,0.0443402164101955
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2013-01-01,6542289,89.12,583046704,148,7108,-0.048780920889489
Nueva Zelanda,NZL,Oceanía,Café,2013-01-01,161185,2.47,398675,236,8278,0.024152767652718
Nueva Zelanda,NZL,Oceanía,Cebada,2013-01-01,935184,4.5,4203926,158,7786,-0.0360432313118044
Nueva Zelanda,NZL,Oceanía,Algodón,2013-01-01,376410,1.51,568922,184,6495,-0.04338842188332
