pais,anio_num,cultivo,produccion,rendimiento,superficie
Rusia,2017,Cebada,1979666,3.78,523887
Rusia,2017,Girasol,11113344,3.25,3423841
Rusia,2017,Maíz,47083548,6.61,7123923
Rusia,2017,Soja,245118,3.74,65553
Rusia,2017,Trigo,4316089,2.17,1991541
Rusia,2018,Algodón,4292400,1.74,2460235
Rusia,2018,Café,163718,0.67,244674
Rusia,2018,Caña de azúcar,481787490,158.45,3040637
Rusia,2018,Cebada,1435553,6.12,234748
Rusia,2018,Girasol,9127643,2.27,4023290
Rusia,2018,Maíz,14787457,7.16,2065766
Rusia,2018,Soja,23632135,3.94,5993068
Rusia,2018,Trigo,876371,2.86,306904
Rusia,2019,Algodón,3117864,1.29,2414725
Rusia,2019,Café,13076,1.84,7113
Rusia,2019,Caña de azúcar,660315875,113.06,5840491
Rusia,2019,Cebada,5096893,3.68,1385589
Rusia,2019,Girasol,596456,1.56,381617
Rusia,2019,Maíz,8164121,4.35,1875616
Rusia,2019,Soja,10122391,3.25,3115021
Rusia,2019,Trigo,2056490,2.38,865044
Rusia,2020,Algodón,4890157,2.53,1934750
Rusia,2020,Café,575454,1.84,312482
Rusia,2020,Caña de azúcar,130596752,55.74,2343080
Rusia,2020,Cebada,3982094,2.98,1337916
Rusia,2020,Girasol,4371350,2.13,2054251
Rusia,2020,Maíz,46450989,7.32,6343828
Rusia,2020,Soja,16480315,2.65,6216059
Rusia,2020,Trigo,6529847,6.2,1052466
